InvoiceID,Date,Branch,CustomerType,Gender,ProductLine,UnitPrice,Quantity,Tax,Total,Payment,COGS,GrossMargin,GrossIncome,Rating
INV402960,2024-07-27,A,Member,Male,Electronic accessories typo,79.16,9,0.65,310.46,Credit card,145.32,7.09,10.51,6.6
INV472050,2023-11-16,B,Normal,Female,Sports and travel,77.77,3,10.55,119.66,Cash,543.13,9.88,158.67,4.1
INV870330,2024-08-18,C,Member,Female,Electronic accessories,92.84,1,12.16,906.59,Credit card,69.38,14.71,121.28,8.8
INV816113,2024-10-08,B,Normal,Female,Food and beverages,46.2,2,12.7,67.42,Ewallet,697.16,17.86,107.24,1.7
INV145999,2024-03-16,A,Normal,Female,Electronic accessories,83.07,4,1.93,743.77,Ewallet,576.25,4.98,143.84,5.1
INV825595,2024-06-25,B,Member,Female,Fashion accessories,95.8,3,11.44,249.58,Credit card,161.95,15.92,157.95,2.3
INV400008,2023-12-30,A,Normal,Male,Health and beauty,78.35,2,10.51,572.49,Credit card,467.51,19.49,173.17,9.3
INV515293,2025-01-01,C,Normal,Female,Food and beverages,90.72,7,18.65,707.72,Credit card,623.51,7.38,178.17,6.2
INV287342,2025-02-12,A,Normal,Male,Sports and travel,10.06,2,1.02,-545.89,Credit card,652.85,9.76,199.88,8.2
INV550898,2024-08-14,A,Normal,Male,Home and lifestyle typo,74.8,3,9.34,967.94,Ewallet,131.67,13.13,70.49,3.8
INV468415,2023-10-16,A,Member,Female,Fashion accessories,8.56,1,14.48,346.69,Credit card,263.4,15.07,98.8,4.7
INV961033,2025-06-10,A,Member,Male,Health and beauty,5.32,8,9.0,740.59,Ewallet,449.08,9.57,80.69,5.1
INV150851,2023-11-22,A,Member,Male,Fashion accessories,3.48,1,12.73,952.73,Ewallet,101.2,17.75,35.24,3.7
INV984173,2025-01-25,A,Normal,Female,Electronic accessories,99.19,5,15.92,863.26,Credit card,308.01,10.59,151.6,9.4
INV308336,2024-06-02,B,Normal,Male,Health and beauty,39.44,5,0.66,766.65,Cash,712.84,17.38,85.57,1.8
INV280161,2025-04-15,B,Normal,Male,Health and beauty,30.72,1,15.68,566.33,Ewallet,237.51,7.41,198.42,9.4
INV670892,2025-03-31,C,Member,Male,Electronic accessories,77.36,6,4.03,458.89,Cash,458.26,6.72,42.45,6.6
INV765820,2024-10-01,A,Normal,Female,Home and lifestyle,30.28,1,16.51,88.43,Ewallet,298.52,8.48,168.4,3.5
INV528200,2024-10-23,A,Member,Male,Fashion accessories,91.84,2,0.52,870.58,Cash,692.42,13.88,195.08,1.2
INV128365,2025-05-04,C,Normal,Female,Fashion accessories,69.64,4,1.89,850.9,Cash,678.19,4.11,105.74,6.5
INV997810,2023-08-16,A,Normal,Male,Food and beverages,54.56,5,0.99,416.56,Ewallet,106.25,17.57,165.13,3.2
INV786357,2024-09-01,A,Normal,Female,,99.34,5,14.0,631.42,Ewallet,760.77,19.98,105.09,3.9
INV911527,2024-07-09,B,Normal,Male,Health and beauty,66.12,6,6.74,503.25,Ewallet,324.31,5.03,57.08,7.4
INV294334,2025-03-25,B,Normal,Male,Fashion accessories,76.33,4,17.28,491.36,Credit card,515.94,16.76,7.7,9.7
INV829489,2023-11-18,A,Normal,Female,Home and lifestyle,7.39,4,2.78,353.16,Ewallet,710.44,10.71,127.59,2.9
INV419938,2024-06-11,A,Member,Female,Sports and travel,80.22,3,0.75,754.67,Cash,37.04,10.43,23.03,9.6
INV130453,2024-05-18,B,Normal,Male,Electronic accessories,50.4,6,11.27,321.68,Ewallet,495.25,8.16,44.48,1.3
INV715740,2024-03-22,A,Normal,Female,Fashion accessories,23.02,2,17.5,523.67,Credit card,123.3,15.85,169.11,3.3
INV993049,2024-09-10,A,Normal,Female,Food and beverages,19.68,8,16.04,607.77,Credit card,180.05,18.76,28.26,5.4
INV287114,2024-11-11,B,Member,Male,Home and lifestyle,66.89,4,18.55,261.91,Credit card,661.54,11.05,45.37,8.5
INV592108,2024-07-03,B,Member,Female,Food and beverages,89.59,7,11.14,793.14,Cash,616.03,11.71,62.63,6.2
INV987251,2023-12-23,B,Member,Male,Fashion accessories,75.57,1,18.59,895.07,Cash,246.17,16.19,170.09,9.5
INV890180,2023-08-01,C,Normal,Male,Fashion accessories,39.28,1,6.32,614.21,Ewallet,10.14,19.95,199.46,7.2
INV693611,2024-06-12,C,Normal,Female,Electronic accessories,17.18,3,18.43,839.73,Cash,7.09,4.05,76.81,2.9
INV318005,2025-05-17,A,Normal,Male,Home and lifestyle,54.94,7,8.1,39.16,Ewallet,286.37,16.14,169.05,7.8
INV923554,2023-07-18,C,Normal,Male,Health and beauty,3.22,8,5.71,895.46,Credit card,618.48,11.48,196.82,6.3
INV258104,2024-10-23,B,Normal,Female,Food and beverages,42.39,9,19.09,663.21,Ewallet,325.27,10.14,178.42,9.9
INV303024,2025-03-16,A,Normal,Male,Electronic accessories,51.6,7,16.87,391.21,Credit card,197.3,12.23,145.72,4.8
INV852966,2023-10-04,C,Normal,Female,Health and beauty,47.24,6,5.78,934.06,Ewallet,455.15,15.65,20.09,7.1
INV458605,2024-05-10,C,Normal,Male,Home and lifestyle,90.19,9,14.75,441.79,Ewallet,357.58,12.19,3.81,5.7
INV290689,,C,Normal,Female,Food and beverages,69.08,2,11.34,295.65,Cash,163.46,14.51,85.11,6.1
INV791504,2024-08-22,C,Normal,Male,Fashion accessories,10.52,1,7.5,382.5,Credit card,722.07,8.52,102.18,5.4
INV395016,2024-02-01,C,Member,Female,Home and lifestyle,39.5,2,8.36,760.68,Cash,705.81,18.24,163.63,1.2
INV687454,2024-03-28,C,Normal,Female,Home and lifestyle,50.12,9,16.71,587.43,Ewallet,286.46,10.87,89.24,1.8
INV273997,,C,Normal,Male,Home and lifestyle,4.9,3,1.47,932.81,Ewallet,205.66,17.82,82.4,9.7
INV303987,2024-09-30,C,Normal,Female,Fashion accessories,74.6,1,12.21,194.16,Cash,626.52,10.05,152.15,5.5
INV257230,2024-02-05,C,Member,Female,Sports and travel,21.23,8,12.36,519.08,Credit card,214.11,4.74,127.58,9.9
INV379372,2023-09-25,B,Member,Female,Fashion accessories,17.3,6,10.96,805.37,Credit card,441.42,17.62,82.16,6.2
INV659482,2023-07-18,A,Normal,Female,Electronic accessories,1.21,9,2.18,87.77,Cash,753.01,8.47,166.37,9.2
INV489186,2025-02-08,B,Normal,Female,Electronic accessories,29.33,3,17.78,727.99,Credit card,113.05,14.07,119.6,3.6
INV432557,2025-01-06,C,Normal,Female,Health and beauty,81.73,9,13.9,244.88,Ewallet,457.24,19.63,180.05,9.6
INV816926,2025-06-18,B,Normal,Female,Electronic accessories,56.86,7,7.13,461.42,Ewallet,304.15,19.28,73.62,4.6
INV952817,2024-09-16,C,Normal,Female,Home and lifestyle,32.62,1,0.66,66.61,Credit card,124.72,11.11,8.18,8.8
INV608844,2024-08-17,C,Member,Female,Sports and travel,34.74,3,13.86,622.11,Credit card,559.41,17.99,129.83,9.9
INV665462,2024-06-29,B,Member,Female,Home and lifestyle,45.06,7,14.17,92.87,Credit card,22.21,15.45,125.13,8.0
INV622523,2025-04-06,C,Member,Female,Sports and travel,7.89,4,7.11,422.94,Ewallet,772.94,18.61,132.71,6.4
INV969058,2024-08-24,B,Normal,Female,Health and beauty,99.41,6,10.11,566.89,Ewallet,612.7,17.4,42.8,5.9
INV570877,2025-02-16,A,Normal,Female,Fashion accessories,27.26,7,18.43,348.67,Credit card,138.17,16.19,196.86,3.8
INV843902,2024-07-27,C,Normal,Female,Health and beauty,69.27,6,9.39,645.91,Cash,367.37,19.73,180.27,5.1
INV314214,2024-01-13,C,Member,Male,Food and beverages,54.75,1,16.12,175.74,Credit card,732.48,16.39,146.16,2.9
INV280247,2025-06-04,A,Member,Male,Sports and travel,15.82,6,13.07,628.77,Credit card,212.17,15.35,187.77,4.8
INV765099,2024-06-19,B,Member,Male,Fashion accessories,86.37,4,12.67,682.36,Credit card,468.67,14.21,121.64,3.9
INV942690,2023-10-11,B,Normal,Male,Health and beauty,45.93,7,7.89,303.9,Credit card,532.79,6.87,121.07,6.2
INV223502,2025-05-07,A,Normal,Male,Sports and travel,41.19,3,1.79,314.0,Cash,693.28,4.66,198.88,5.7
INV144928,2023-10-21,B,Member,Female,Fashion accessories,96.95,7,15.56,455.04,Ewallet,351.37,12.44,118.52,4.8
INV596758,2023-10-10,B,Member,Female,Home and lifestyle,43.52,3,17.96,539.99,Ewallet,442.76,14.32,10.37,5.8
INV500994,2025-06-28,B,Normal,Female,Electronic accessories,74.4,7,9.76,119.3,Cash,250.76,18.04,34.97,9.9
INV946654,2023-09-21,A,Member,Female,Food and beverages,21.56,8,0.87,30.25,Credit card,668.37,12.08,15.29,5.7
INV315447,2024-08-13,C,Member,Female,Health and beauty,7.59,8,18.07,772.69,Ewallet,434.81,4.55,163.31,8.7
INV114495,2024-04-30,B,Member,Male,Electronic accessories,79.9,5,11.34,401.71,Ewallet,232.8,7.21,10.74,8.3
INV768457,2024-11-03,A,Member,Female,Home and lifestyle,11.67,8,10.29,269.7,Ewallet,216.14,17.55,141.53,8.4
INV744973,2024-03-05,A,Normal,Female,Fashion accessories,68.55,7,2.43,573.1,Cash,670.4,14.05,44.55,6.8
INV759761,2024-08-23,B,Normal,Male,Food and beverages,39.76,9,11.38,472.44,Credit card,423.59,6.93,90.56,2.5
INV815884,2024-12-13,C,Member,Male,Home and lifestyle,51.77,5,16.55,752.55,Ewallet,370.99,8.93,91.75,3.3
INV578049,2024-10-24,B,Member,Male,Home and lifestyle,52.69,6,16.75,370.3,Cash,155.88,4.11,169.12,4.0
INV632415,2025-03-01,B,Member,Male,Food and beverages,13.82,1,4.67,739.93,Credit card,750.12,14.54,70.47,4.1
INV524729,2024-10-09,B,Member,Female,Health and beauty,34.14,3,1.76,753.96,Credit card,572.25,6.7,159.14,4.3
INV514074,2023-12-04,B,Normal,Male,Food and beverages,78.63,1,18.49,385.34,Ewallet,492.83,4.36,171.02,6.8
INV861841,2024-05-01,C,Normal,Male,Health and beauty,71.99,1,19.03,812.89,Cash,515.31,9.41,35.13,8.4
INV415412,2024-07-12,B,Normal,Male,Food and beverages,70.56,7,5.84,800.87,Ewallet,240.95,11.73,141.86,1.3
INV567486,2023-07-08,B,Member,Female,Home and lifestyle,98.89,4,2.05,244.03,Ewallet,436.36,6.47,43.9,3.4
INV876454,2025-04-26,A,Normal,Female,Health and beauty,95.71,2,3.34,827.05,Ewallet,236.85,16.3,113.47,5.0
INV801179,2023-11-11,B,Member,Male,Health and beauty,41.91,9,14.76,689.22,Credit card,204.17,7.08,21.28,6.9
INV900023,2025-02-11,B,Member,Male,Electronic accessories,42.45,6,3.17,,Ewallet,646.77,5.34,79.14,6.9
INV977734,2024-08-06,A,Member,Male,Food and beverages,71.15,5,18.08,478.28,Credit card,76.85,11.78,68.97,4.8
INV447884,2023-11-23,B,Member,Female,Health and beauty,52.03,4,14.74,637.62,Ewallet,75.59,10.75,142.74,9.6
INV965612,2024-12-10,C,Normal,Male,Fashion accessories,21.51,4,18.18,591.09,Cash,32.58,5.33,28.05,2.7
INV281071,2024-01-27,B,Normal,Male,Food and beverages,39.23,9,1.45,72.66,Credit card,511.19,8.7,148.28,9.2
INV981017,2024-04-08,B,Normal,Male,Home and lifestyle,58.37,3,6.81,280.98,Credit card,60.93,10.59,178.97,8.9
INV538128,2024-10-31,B,Member,Female,Home and lifestyle,12.84,5,15.89,136.32,Credit card,765.8,16.27,34.94,7.3
INV861663,2023-10-18,C,Member,Male,Home and lifestyle,63.72,8,15.65,319.48,Credit card,575.44,9.76,69.24,2.7
INV636077,2024-02-23,A,Member,Male,Electronic accessories,31.52,2,7.94,651.78,Cash,30.1,14.58,142.11,9.6
INV337088,2024-11-17,C,Normal,Female,Electronic accessories,82.8,2,1.58,301.85,Ewallet,589.54,14.87,12.96,6.1
INV334870,2025-04-13,C,Normal,Male,Health and beauty,98.94,5,5.83,112.67,Cash,669.6,6.49,69.51,7.8
INV424792,2023-08-09,C,Member,Male,Sports and travel,9.39,2,16.45,625.94,Cash,53.82,6.52,56.98,2.8
INV204251,2023-12-07,B,Normal,Male,Sports and travel,51.01,7,3.55,334.69,Credit card,530.41,13.1,21.53,3.2
INV906155,2024-04-01,B,Normal,Female,Fashion accessories,50.78,5,13.5,159.51,Credit card,313.35,16.49,5.16,3.8
INV519883,2024-02-20,A,Member,Female,Home and lifestyle,85.53,8,3.19,703.79,Credit card,91.17,14.25,170.83,5.7
INV164330,2025-04-07,B,Normal,Female,Fashion accessories,60.58,4,13.38,793.43,Ewallet,186.19,16.71,145.66,3.9
INV217930,2024-07-04,C,Member,Female,Electronic accessories,33.93,7,2.09,335.56,Credit card,251.45,12.21,83.22,4.1
,2024-08-06,B,Member,Female,Sports and travel,43.96,9,17.67,59.22,Credit card,299.05,19.87,119.96,1.6
INV488728,2025-01-25,A,Normal,Male,Food and beverages,43.39,5,10.22,251.07,Cash,383.78,17.48,141.15,5.4
INV222323,2024-05-29,C,Member,Male,Food and beverages,29.25,4,7.76,216.43,Cash,110.26,5.65,190.49,5.0
INV191601,2024-02-26,C,Member,Male,Home and lifestyle,41.37,6,15.16,140.09,Cash,695.79,16.65,8.02,2.3
INV871549,2024-06-03,B,Member,Male,Sports and travel,97.39,6,8.16,67.67,Credit card,154.22,16.31,42.83,2.3
INV207247,,B,Member,Male,Sports and travel,9.07,9,15.69,478.96,Credit card,685.32,4.05,12.84,6.7
INV986871,2025-06-25,B,Normal,Male,Home and lifestyle,52.58,3,16.44,15.57,Cash,146.65,10.97,45.14,3.1
INV331062,2024-09-11,A,Member,Female,Food and beverages,80.43,8,16.22,534.1,Cash,513.76,12.22,198.57,8.0
INV686304,2024-08-04,A,Normal,Female,Health and beauty,58.12,9,8.58,85.91,Credit card,284.12,17.64,57.92,1.4
INV265867,2025-03-13,A,Member,Male,Sports and travel,64.98,2,4.77,108.07,Ewallet,116.6,8.47,194.68,7.9
INV686358,2025-02-20,A,Member,Male,Sports and travel,16.71,2,4.69,151.99,Credit card,667.04,7.98,139.89,5.2
INV786630,2025-01-24,C,Member,Male,Sports and travel,65.23,5,4.91,708.98,Cash,17.56,14.01,87.97,1.2
INV831816,2025-06-09,A,Normal,Female,Sports and travel,54.98,6,0.88,118.26,Ewallet,397.26,10.05,44.76,6.2
INV391869,2024-01-02,B,Normal,Female,Fashion accessories,2.78,3,7.09,775.24,Ewallet,59.36,7.83,130.17,4.1
INV830769,2024-03-07,B,Normal,Male,Sports and travel,84.13,7,6.65,270.01,Ewallet,30.68,11.51,49.36,1.3
INV921357,2023-11-19,C,Member,Male,,17.1,8,1.4,471.37,Cash,476.86,11.99,121.85,4.7
INV644719,2023-08-17,C,Member,Male,Home and lifestyle,14.38,9,18.47,41.03,Cash,324.18,4.23,84.53,4.9
INV850625,2024-04-17,C,Normal,Male,Food and beverages,76.13,2,18.66,765.86,Ewallet,733.19,10.04,194.82,7.6
INV774405,2024-01-12,A,Member,Male,Electronic accessories,23.53,6,3.91,548.38,Cash,404.26,7.23,51.97,9.3
INV750133,2024-11-23,B,Normal,Male,Electronic accessories,98.2,1,16.07,980.09,Credit card,274.91,4.18,163.66,4.8
INV978552,2024-04-02,C,Member,Female,Fashion accessories,95.23,8,12.92,442.7,Cash,484.45,7.48,175.93,6.2
INV522790,2024-12-07,C,Normal,Male,Fashion accessories,66.47,5,6.68,701.85,Cash,290.14,19.63,29.9,8.4
INV207402,2023-11-16,C,Normal,Female,Health and beauty,58.42,1,8.5,704.37,Cash,627.19,15.22,95.19,1.1
INV423408,2025-02-04,C,Member,Male,Health and beauty,83.37,7,13.78,14.8,Ewallet,259.93,17.09,50.84,5.6
INV342064,2025-05-27,B,Member,Male,Health and beauty,29.34,6,19.31,963.26,Ewallet,655.79,11.34,93.65,7.4
INV580119,2024-11-06,A,Normal,Male,Electronic accessories,1.01,6,6.98,874.68,Credit card,506.96,19.32,110.8,1.7
INV445246,2024-09-11,B,Member,Male,Health and beauty,17.63,8,16.71,814.08,Credit card,779.64,15.15,7.18,2.0
INV885983,2024-03-26,A,Member,Female,Fashion accessories,1.73,3,1.59,,Ewallet,276.74,18.93,135.56,4.6
INV463591,2023-12-21,B,Member,Female,Health and beauty,47.71,3,11.98,989.35,Ewallet,406.5,17.45,72.73,2.1
INV728216,2024-08-01,B,Member,Female,Home and lifestyle,6.7,5,7.37,275.77,Credit card,26.72,18.46,145.47,3.1
INV638052,2025-04-23,A,Normal,Male,Fashion accessories,21.37,1,17.45,78.98,Cash,687.28,8.82,65.24,2.0
INV738347,2024-06-07,A,Normal,Female,Electronic accessories,68.16,1,4.93,316.99,Cash,721.07,12.21,180.52,7.8
INV856026,2024-06-26,B,Normal,Male,Sports and travel,37.91,3,7.22,527.56,Credit card,102.14,8.91,23.47,6.2
INV727919,2024-06-28,C,Normal,Male,Health and beauty,67.36,3,16.51,424.66,Cash,542.15,19.06,111.11,7.2
INV151718,2024-12-15,A,Member,Female,Home and lifestyle,54.45,8,12.12,823.79,Cash,596.69,12.96,153.56,5.2
INV760133,2025-06-08,B,Normal,Female,Home and lifestyle,18.52,3,15.77,746.13,Ewallet,766.27,4.97,102.75,6.2
INV628478,2024-02-11,A,Normal,Female,Sports and travel,68.34,9,13.21,273.06,Credit card,663.54,13.67,109.06,9.5
INV120389,,A,Normal,Male,Health and beauty,69.36,1,14.8,684.82,Ewallet,469.54,19.05,133.39,7.9
INV678264,2025-02-08,B,Normal,Male,Health and beauty,53.65,7,6.29,701.44,Credit card,331.36,11.99,23.44,7.6
INV301322,2024-01-26,C,Normal,Female,Sports and travel,26.33,8,12.83,529.48,Cash,310.67,16.17,50.23,4.2
INV707948,2024-10-05,C,Normal,Female,Food and beverages,3.55,4,5.61,739.5,Cash,527.07,11.88,101.23,3.4
INV608915,2024-07-05,C,Normal,Male,Sports and travel,29.84,5,19.98,290.75,Credit card,769.87,11.15,76.4,4.8
INV196661,2024-07-19,C,Normal,Male,Fashion accessories,5.87,6,11.4,667.17,Cash,679.39,13.89,112.94,1.7
INV616625,2024-02-04,C,Normal,Female,Fashion accessories,13.13,6,1.1,85.34,Ewallet,569.94,6.72,195.9,5.4
INV714695,2025-02-02,B,Normal,Female,Home and lifestyle,66.81,2,17.03,129.12,Cash,626.55,6.88,94.1,3.3
INV927718,2024-05-16,A,Member,Female,Fashion accessories,66.77,6,19.97,997.14,Ewallet,40.91,11.1,133.56,8.8
INV403084,2024-10-14,B,Normal,Female,Fashion accessories,43.32,2,14.23,736.8,Ewallet,274.3,15.9,75.36,8.8
INV285501,2024-01-07,A,Normal,Male,Home and lifestyle,54.03,9,12.07,747.14,Ewallet,788.4,15.77,88.69,2.7
INV543004,2025-06-20,B,Member,Male,Electronic accessories,73.36,7,9.92,352.66,Cash,529.15,12.17,187.45,3.5
INV441566,2025-01-17,A,Member,Male,Home and lifestyle,44.4,8,2.28,66.38,Credit card,136.69,10.66,109.18,6.6
INV924124,2025-02-13,A,Normal,Male,Electronic accessories,56.9,5,16.29,734.05,Ewallet,352.13,15.21,126.27,1.6
INV961886,2023-11-16,A,Member,Female,Sports and travel,35.6,6,8.88,400.67,Cash,390.97,15.96,36.86,7.6
INV130375,2024-09-12,A,Normal,Female,Fashion accessories,98.92,1,3.74,207.36,Credit card,519.17,12.08,109.72,8.9
INV801334,2023-10-23,A,Member,Male,Food and beverages,81.53,2,3.08,987.51,Ewallet,89.26,10.02,9.78,3.6
INV507398,2024-05-28,C,Normal,Male,Fashion accessories,47.26,9,2.89,257.43,Ewallet,377.55,16.5,24.39,5.8
INV543345,2024-09-11,C,Normal,Male,Food and beverages,45.54,4,3.95,617.7,Ewallet,567.33,14.57,163.01,8.2
INV522380,2024-03-12,A,Normal,Male,Sports and travel,87.87,1,16.76,802.11,Ewallet,525.4,8.0,157.97,7.4
INV346157,2024-05-07,B,Normal,Male,,77.07,2,8.64,770.07,Cash,390.76,4.38,42.15,6.1
INV332937,2023-10-17,C,Member,Female,Electronic accessories,58.4,6,9.6,750.22,Cash,243.28,15.78,177.74,2.2
INV821623,2023-12-10,C,Member,Female,Food and beverages,34.19,5,7.56,886.08,Credit card,281.18,10.04,4.65,8.5
INV355077,2024-03-15,C,Normal,Female,Home and lifestyle,57.7,2,6.77,712.9,Ewallet,600.82,17.69,65.09,9.1
INV669984,2023-11-04,B,Member,Male,Food and beverages,15.77,5,15.0,78.58,Ewallet,56.97,11.58,103.76,7.4
INV556491,2024-09-02,A,Member,Male,Health and beauty,38.63,2,11.0,859.12,Ewallet,57.08,16.43,170.84,4.4
INV623658,2025-02-05,C,Normal,Male,Sports and travel,50.0,2,1.27,85.19,Credit card,99.24,12.91,19.12,9.4
INV293295,2024-08-19,A,Normal,Male,Food and beverages,66.11,3,0.71,178.95,Credit card,506.34,11.58,41.94,4.7
INV294195,2025-06-08,B,Member,Female,Fashion accessories,8.13,7,4.14,355.71,Credit card,342.8,16.92,113.18,5.8
INV590811,2025-02-07,C,Member,Female,Health and beauty,23.37,4,7.15,198.3,Cash,73.13,15.6,93.37,9.4
INV520540,2024-03-04,B,Member,Female,Fashion accessories,47.9,2,5.11,213.9,Cash,72.46,11.94,160.35,3.2
INV580963,2024-10-14,B,Normal,Male,Health and beauty,35.81,6,6.85,689.45,Ewallet,131.73,19.58,181.69,6.9
INV842718,2025-02-28,B,Member,Male,Home and lifestyle,78.01,3,3.59,716.4,Credit card,686.67,12.26,167.88,7.8
INV524425,2024-05-16,B,Member,Male,Health and beauty,44.96,3,11.36,654.13,Ewallet,45.81,5.11,82.54,9.5
INV539252,2025-01-17,A,Member,Female,Sports and travel,1.84,6,1.05,886.28,Credit card,281.67,16.53,164.43,5.5
INV805445,2025-04-04,C,Member,Male,Food and beverages,62.7,6,16.91,237.04,Ewallet,39.75,15.43,52.85,8.0
INV330462,2025-04-26,C,Member,Male,Home and lifestyle,97.14,6,2.84,220.14,Cash,37.13,13.22,142.85,9.2
INV990542,2023-08-18,C,Member,Male,Food and beverages,10.8,8,10.57,774.05,Ewallet,696.98,19.47,134.67,1.3
INV642234,2025-04-19,A,Member,Male,Health and beauty,62.02,8,4.46,358.82,Credit card,560.2,14.5,157.96,4.3
INV921467,2024-02-10,C,Normal,Female,Fashion accessories,64.92,5,3.46,241.99,Ewallet,546.25,15.04,47.56,1.6
,2023-09-26,A,Member,Male,Food and beverages,29.28,1,9.48,984.69,Ewallet,113.58,6.27,82.95,2.9
INV380921,2023-11-14,A,Member,Male,Home and lifestyle,42.67,8,18.88,500.48,Ewallet,486.08,15.09,97.05,7.8
INV435685,2024-10-31,C,Normal,Female,Fashion accessories,91.14,5,17.65,244.22,Ewallet,270.37,19.94,43.21,4.4
INV819380,2024-03-27,A,Normal,Female,Food and beverages,27.38,5,15.38,852.49,Credit card,257.17,10.26,61.86,4.1
INV368776,2024-04-25,C,Member,Female,Home and lifestyle,31.73,8,7.08,265.47,Cash,407.42,9.6,132.33,8.0
INV662045,2023-12-23,B,Normal,Male,Electronic accessories,39.35,4,11.51,782.11,Ewallet,220.45,9.29,71.49,1.2
INV488780,,A,Member,Female,Health and beauty,22.41,6,18.89,326.41,Cash,454.51,10.74,182.66,7.8
INV557745,2024-04-21,C,Member,Female,Electronic accessories,2.18,8,16.98,272.9,Credit card,724.81,16.95,58.2,6.5
INV451930,2024-01-02,A,Normal,Female,Food and beverages,5.15,3,0.86,103.8,Cash,19.36,19.68,34.87,3.0
INV822068,2024-05-11,C,Normal,Female,Sports and travel,73.2,9,11.58,410.09,Credit card,105.92,19.4,185.06,5.2
INV179167,2024-06-02,B,Member,Male,Electronic accessories,1.53,4,12.23,975.69,Cash,290.74,4.55,194.71,6.9
INV716146,2023-12-20,A,Normal,Female,Health and beauty,98.28,7,9.26,178.32,Credit card,190.57,19.23,84.36,8.9
INV747770,2024-08-28,B,Normal,Male,Sports and travel,80.21,1,11.78,665.48,Cash,174.7,11.79,79.13,6.9
INV738450,2024-08-14,B,Normal,Female,Health and beauty,64.38,9,6.83,806.17,Ewallet,168.05,11.41,172.31,9.9
INV999088,2025-04-21,B,Normal,Female,Fashion accessories,98.27,5,11.25,971.96,Cash,253.8,4.2,127.45,5.7
INV864159,2023-10-11,B,Normal,Female,Home and lifestyle,90.88,9,7.34,591.92,Cash,316.36,7.78,174.36,2.8
INV620740,2025-04-20,A,Member,Male,Home and lifestyle,37.06,6,17.41,147.14,Cash,241.95,11.46,11.73,4.5
INV365794,2024-01-27,B,Member,Male,Sports and travel,30.24,1,10.99,857.73,Cash,786.68,11.41,68.01,3.6
INV716535,2025-03-20,A,Member,Male,Sports and travel,42.38,8,4.45,27.78,Ewallet,28.61,17.52,30.11,5.1
INV134305,2024-10-13,B,Member,Female,Electronic accessories,23.85,3,18.4,501.28,Cash,625.96,8.98,98.04,3.4
INV683214,2024-04-12,A,Normal,Male,Home and lifestyle,11.78,2,6.77,748.04,Cash,91.06,4.37,43.07,6.4
INV503487,2024-12-04,A,Member,Female,Fashion accessories,6.45,2,4.17,683.16,Credit card,155.62,19.11,101.93,8.9
INV939486,2024-06-26,C,Normal,Female,Health and beauty,32.54,4,11.89,32.19,Cash,197.38,9.57,171.63,4.2
INV632379,2024-02-06,A,Member,Male,Home and lifestyle,15.6,8,7.41,838.62,Credit card,169.56,4.75,91.56,6.8
INV741123,2025-02-09,B,Member,Female,Health and beauty,74.29,9,18.61,289.55,Cash,546.19,18.63,171.48,2.8
INV108111,2023-08-23,A,Normal,Male,Health and beauty,8.41,3,11.09,71.14,Credit card,11.64,18.43,8.52,5.1
INV795395,2023-07-30,B,Member,Male,Sports and travel,36.29,3,2.84,958.93,Credit card,39.08,11.85,199.16,8.8
INV972533,2024-12-20,C,Normal,Female,Fashion accessories,95.94,2,6.2,484.46,Cash,398.69,8.49,129.88,5.4
INV704112,2025-02-12,C,Member,Female,Food and beverages,98.53,4,11.76,852.91,Credit card,174.82,14.13,68.47,6.2
INV715924,2023-11-27,C,Member,Female,Sports and travel,63.2,8,14.85,525.26,Cash,761.85,8.12,103.43,9.8
INV524670,2023-10-10,A,Member,Male,Fashion accessories,91.34,2,18.11,425.35,Cash,758.59,16.14,184.34,7.8
INV120281,2025-04-02,C,Member,Female,Fashion accessories,99.85,6,16.23,975.44,Cash,216.46,14.82,74.99,8.9
INV865825,2024-03-30,B,Normal,Female,Home and lifestyle,22.17,3,17.78,728.93,Ewallet,411.89,5.31,112.38,8.2
INV844346,2025-03-23,C,Member,Female,Home and lifestyle,43.16,7,14.71,517.68,Credit card,793.96,5.01,74.88,4.5
INV811934,2024-02-28,B,Normal,Female,Fashion accessories,57.88,2,4.44,70.08,Cash,731.79,11.34,97.02,7.3
INV329432,,A,Member,Female,Health and beauty,79.85,1,7.27,262.01,Ewallet,484.44,10.67,189.93,4.2
INV528943,2025-02-14,A,Member,Male,Food and beverages,31.5,3,2.88,679.5,Credit card,634.35,12.33,127.59,9.9
INV286803,2023-07-13,C,Normal,Male,Fashion accessories,47.16,3,6.02,,Ewallet,587.35,13.37,80.48,1.1
INV326418,2024-11-07,B,Normal,Male,Fashion accessories,95.36,3,10.9,907.49,Cash,620.39,15.71,2.92,9.2
INV925612,2024-02-03,C,Normal,Female,Home and lifestyle,54.99,6,5.41,140.41,Ewallet,711.66,7.09,173.74,8.9
INV650532,2025-06-29,B,Normal,Male,Home and lifestyle,29.09,5,19.54,6.64,Ewallet,153.99,14.61,192.29,4.1
INV462149,2023-10-24,B,Normal,Male,Electronic accessories,79.99,7,16.35,364.91,Ewallet,251.59,16.28,198.21,2.1
INV944166,,C,Member,Male,Electronic accessories,55.02,5,9.29,552.65,Credit card,581.06,13.01,128.47,1.9
INV796909,2024-04-03,B,Member,Female,Food and beverages,38.89,9,12.34,910.86,Cash,19.17,4.74,177.95,8.3
